date,Temp_out,Press_mm_hg,Windspeed,Visibility,lights,Appliances
2016-03-18 08:30,2.30,763.50,3.00,8.50,10,50
2016-03-18 08:40,2.33,763.50,3.00,9.00,0,40
2016-03-18 08:50,2.37,763.60,3.00,9.50,0,50
2016-03-18 09:00,2.40,763.60,3.00,10.00,0,50
2016-03-18 09:10,2.42,763.60,3.00,10.00,0,70
2016-03-18 09:20,2.43,763.60,3.00,10.00,0,50
2016-03-18 09:30,2.45,763.60,3.00,10.00,0,30
2016-03-18 09:40,2.47,763.60,3.00,10.00,0,30
2016-03-18 09:50,2.48,763.60,3.00,10.00,0,30
2016-03-18 10:00,2.50,763.60,3.00,10.00,0,40
2016-03-18 10:10,2.57,763.60,2.80,13.50,0,40
2016-03-18 10:20,2.63,763.60,2.70,17.00,0,60
2016-03-18 10:30,2.70,763.60,2.50,20.50,0,60
2016-03-18 10:40,2.77,763.60,2.30,24.00,0,50
2016-03-18 10:50,2.83,763.60,2.20,27.50,0,70
2016-03-18 11:00,2.90,763.60,2.00,31.00,10,40
2016-03-18 11:10,3.03,763.60,2.00,33.20,0,60
2016-03-18 11:20,3.17,763.60,2.00,35.30,0,50
2016-03-18 11:30,3.30,763.60,2.00,37.50,0,40
2016-03-18 11:40,3.43,763.60,2.00,39.70,0,60
2016-03-18 11:50,3.57,763.60,2.00,41.80,0,50
2016-03-18 12:00,3.70,763.60,2.00,44.00,0,130
2016-03-18 12:10,3.93,763.50,2.00,46.80,0,90
2016-03-18 12:20,4.17,763.50,2.00,49.70,0,70
2016-03-18 12:30,4.40,763.50,2.00,52.50,0,70
2016-03-18 12:40,4.63,763.40,2.00,55.30,0,70
2016-03-18 12:50,4.87,763.40,2.00,58.20,0,70
2016-03-18 13:00,5.10,763.30,2.00,61.00,0,60
2016-03-18 13:10,5.37,763.20,2.00,54.70,0,60
2016-03-18 13:20,5.63,763.10,2.00,48.30,0,60
2016-03-18 13:30,5.90,763.00,2.00,42.00,0,60
2016-03-18 13:40,6.17,763.00,2.00,35.70,0,50
2016-03-18 13:50,6.43,762.90,2.00,29.30,0,50
2016-03-18 14:00,6.70,762.80,2.00,23.00,0,50
2016-03-18 14:10,6.97,762.70,2.20,24.00,0,50
2016-03-18 14:20,7.23,762.60,2.30,25.00,0,40
2016-03-18 14:30,7.50,762.50,2.50,26.00,0,60
2016-03-18 14:40,7.77,762.50,2.70,27.00,0,50
2016-03-18 14:50,8.03,762.40,2.80,28.00,0,60
2016-03-18 15:00,8.30,762.30,3.00,29.00,0,50
2016-03-18 15:10,8.18,762.30,3.20,30.80,0,60
2016-03-18 15:20,8.07,762.20,3.30,32.70,0,50
2016-03-18 15:30,7.95,762.20,3.50,34.50,0,40
2016-03-18 15:40,7.83,762.20,3.70,36.30,0,50
2016-03-18 15:50,7.72,762.10,3.80,38.20,10,50
2016-03-18 16:00,7.60,762.10,4.00,40.00,0,60
2016-03-18 16:10,7.33,762.10,4.00,40.00,0,50
2016-03-18 16:20,7.07,762.10,4.00,40.00,0,50
2016-03-18 16:30,6.80,762.10,4.00,40.00,0,50
2016-03-18 16:40,6.53,762.10,4.00,40.00,0,50
2016-03-18 16:50,6.27,762.10,4.00,40.00,0,80
2016-03-18 17:00,6.00,762.10,4.00,40.00,0,80
2016-03-18 17:10,6.02,762.10,4.00,40.00,10,90
2016-03-18 17:20,6.03,762.10,4.00,40.00,0,90
2016-03-18 17:30,6.05,762.10,4.00,40.00,0,80
2016-03-18 17:40,6.07,762.10,4.00,40.00,0,80
2016-03-18 17:50,6.08,762.10,4.00,40.00,0,70
2016-03-18 18:00,6.10,762.10,4.00,40.00,0,70
2016-03-18 18:10,6.05,762.10,4.00,44.20,0,240
2016-03-18 18:20,6.00,762.10,4.00,48.30,0,250
2016-03-18 18:30,5.95,762.10,4.00,52.50,0,100
2016-03-18 18:40,5.90,762.20,4.00,56.70,10,110
2016-03-18 18:50,5.85,762.20,4.00,60.80,0,130
2016-03-18 19:00,5.80,762.20,4.00,65.00,0,120
2016-03-18 19:10,5.73,762.20,4.00,57.80,0,120
2016-03-18 19:20,5.67,762.20,4.00,50.70,10,110
2016-03-18 19:30,5.60,762.20,4.00,43.50,0,120
2016-03-18 19:40,5.53,762.20,4.00,36.30,0,110
2016-03-18 19:50,5.47,762.20,4.00,29.20,0,110
2016-03-18 20:00,5.40,762.20,4.00,22.00,0,130
2016-03-18 20:10,5.35,762.20,4.00,29.00,0,110
2016-03-18 20:20,5.30,762.30,4.00,36.00,0,110
2016-03-18 20:30,5.25,762.30,4.00,43.00,0,80
2016-03-18 20:40,5.20,762.30,4.00,50.00,0,80
2016-03-18 20:50,5.15,762.40,4.00,57.00,0,80
2016-03-18 21:00,5.10,762.40,4.00,64.00,0,70
2016-03-18 21:10,5.08,762.40,4.20,63.50,0,90
2016-03-18 21:20,5.07,762.40,4.30,63.00,0,80
2016-03-18 21:30,5.05,762.50,4.50,62.50,0,70
2016-03-18 21:40,5.03,762.50,4.70,62.00,0,80
2016-03-18 21:50,5.02,762.50,4.80,61.50,0,80
2016-03-18 22:00,5.00,762.50,5.00,61.00,0,80
2016-03-18 22:10,5.00,762.50,4.70,61.00,0,50
2016-03-18 22:20,5.00,762.50,4.30,61.00,10,60
2016-03-18 22:30,5.00,762.50,4.00,61.00,0,30
2016-03-18 22:40,5.00,762.50,3.70,61.00,0,30
2016-03-18 22:50,5.00,762.50,3.30,61.00,0,40
2016-03-18 23:00,5.00,762.50,3.00,61.00,0,30
2016-03-18 23:10,5.05,762.50,3.00,61.20,0,60
2016-03-18 23:20,5.10,762.50,3.00,61.30,0,50
2016-03-18 23:30,5.15,762.50,3.00,61.50,10,80
2016-03-18 23:40,5.20,762.50,3.00,61.70,0,50
2016-03-18 23:50,5.25,762.50,3.00,61.80,0,50
2016-03-19 00:00,5.30,762.50,3.00,62.00,0,60
2016-03-19 00:10,5.32,762.50,3.20,61.50,0,50
2016-03-19 00:20,5.33,762.50,3.30,61.00,0,60
2016-03-19 00:30,5.35,762.50,3.50,60.50,0,50
2016-03-19 00:40,5.37,762.60,3.70,60.00,0,50
2016-03-19 00:50,5.38,762.60,3.80,59.50,0,50
2016-03-19 01:00,5.40,762.60,4.00,59.00,0,40
2016-03-19 01:10,5.27,762.60,4.00,59.30,0,50
2016-03-19 01:20,5.13,762.60,4.00,59.70,0,60
2016-03-19 01:30,5.00,762.50,4.00,60.00,0,50
2016-03-19 01:40,4.87,762.50,4.00,60.30,0,40
2016-03-19 01:50,4.73,762.50,4.00,60.70,0,40
2016-03-19 02:00,4.60,762.50,4.00,61.00,0,30
2016-03-19 02:10,4.63,762.40,3.80,61.50,0,30
2016-03-19 02:20,4.67,762.40,3.70,62.00,0,50
2016-03-19 02:30,4.70,762.30,3.50,62.50,0,50
2016-03-19 02:40,4.73,762.20,3.30,63.00,0,50
2016-03-19 02:50,4.77,762.20,3.20,63.50,0,50
2016-03-19 03:00,4.80,762.10,3.00,64.00,0,60
2016-03-19 03:10,4.78,762.00,2.80,64.00,0,50
2016-03-19 03:20,4.77,762.00,2.70,64.00,0,50
2016-03-19 03:30,4.75,762.00,2.50,64.00,0,60
2016-03-19 03:40,4.73,761.90,2.30,64.00,0,50
2016-03-19 03:50,4.72,761.90,2.20,64.00,0,50
2016-03-19 04:00,4.70,761.80,2.00,64.00,0,40
2016-03-19 04:10,4.68,761.80,1.80,64.20,0,40
2016-03-19 04:20,4.67,761.80,1.70,64.30,0,60
2016-03-19 04:30,4.65,761.80,1.50,64.50,0,50
2016-03-19 04:40,4.63,761.80,1.30,64.70,0,60
2016-03-19 04:50,4.62,761.80,1.20,64.80,0,40
2016-03-19 05:00,4.60,761.80,1.00,65.00,0,30
2016-03-19 05:10,4.60,761.80,1.20,65.00,0,20
2016-03-19 05:20,4.60,761.80,1.30,65.00,0,20
2016-03-19 05:30,4.60,761.80,1.50,65.00,0,50
2016-03-19 05:40,4.60,761.80,1.70,65.00,0,50
2016-03-19 05:50,4.60,761.80,1.80,65.00,0,60
2016-03-19 06:00,4.60,761.80,2.00,65.00,0,50
2016-03-19 06:10,4.63,761.80,2.00,57.70,0,60
2016-03-19 06:20,4.67,761.80,2.00,50.30,0,50
2016-03-19 06:30,4.70,761.80,2.00,43.00,0,50
2016-03-19 06:40,4.73,761.80,2.00,35.70,0,50
2016-03-19 06:50,4.77,761.80,2.00,28.30,0,50
2016-03-19 07:00,4.80,761.80,2.00,21.00,0,50
2016-03-19 07:10,4.83,761.90,2.00,21.00,0,60
2016-03-19 07:20,4.87,761.90,2.00,21.00,0,60
2016-03-19 07:30,4.90,762.00,2.00,21.00,0,50
2016-03-19 07:40,4.93,762.10,2.00,21.00,0,60
2016-03-19 07:50,4.97,762.10,2.00,21.00,0,60
2016-03-19 08:00,5.00,762.20,2.00,21.00,0,50
2016-03-19 08:10,5.02,762.20,2.20,28.30,0,30
2016-03-19 08:20,5.03,762.20,2.30,35.70,0,30
2016-03-19 08:30,5.05,762.30,2.50,43.00,0,110
2016-03-19 08:40,5.07,762.30,2.70,50.30,0,50
2016-03-19 08:50,5.08,762.30,2.80,57.70,0,120
2016-03-19 09:00,5.10,762.30,3.00,65.00,0,350
2016-03-19 09:10,5.12,762.40,3.00,64.50,0,60
2016-03-19 09:20,5.13,762.40,3.00,64.00,0,60
2016-03-19 09:30,5.15,762.50,3.00,63.50,0,60
2016-03-19 09:40,5.17,762.50,3.00,63.00,0,280
2016-03-19 09:50,5.18,762.50,3.00,62.50,0,360
2016-03-19 10:00,5.20,762.60,3.00,62.00,0,120
2016-03-19 10:10,5.27,762.60,3.00,62.00,0,80
2016-03-19 10:20,5.33,762.60,3.00,62.00,0,110
2016-03-19 10:30,5.40,762.60,3.00,62.00,0,70
2016-03-19 10:40,5.47,762.70,3.00,62.00,0,90
2016-03-19 10:50,5.53,762.70,3.00,62.00,0,190
2016-03-19 11:00,5.60,762.70,3.00,62.00,0,420
2016-03-19 11:10,5.65,762.70,3.20,56.00,0,230
2016-03-19 11:20,5.70,762.70,3.30,50.00,0,650
2016-03-19 11:30,5.75,762.80,3.50,44.00,0,690
2016-03-19 11:40,5.80,762.80,3.70,38.00,10,410
2016-03-19 11:50,5.85,762.80,3.80,32.00,0,330
2016-03-19 12:00,5.90,762.80,4.00,26.00,0,320
2016-03-19 12:10,5.98,762.80,4.00,26.50,0,300
2016-03-19 12:20,6.07,762.70,4.00,27.00,0,270
2016-03-19 12:30,6.15,762.70,4.00,27.50,0,140
2016-03-19 12:40,6.23,762.70,4.00,28.00,0,110
2016-03-19 12:50,6.32,762.60,4.00,28.50,0,340
2016-03-19 13:00,6.40,762.60,4.00,29.00,0,370
2016-03-19 13:10,6.42,762.60,4.00,28.00,0,290
2016-03-19 13:20,6.43,762.60,4.00,27.00,0,310
2016-03-19 13:30,6.45,762.50,4.00,26.00,0,270
2016-03-19 13:40,6.47,762.50,4.00,25.00,0,260
2016-03-19 13:50,6.48,762.50,4.00,24.00,0,230
2016-03-19 14:00,6.50,762.50,4.00,23.00,0,200
2016-03-19 14:10,6.52,762.50,3.80,23.70,0,90
2016-03-19 14:20,6.53,762.50,3.70,24.30,0,100
2016-03-19 14:30,6.55,762.50,3.50,25.00,0,110
2016-03-19 14:40,6.57,762.40,3.30,25.70,0,90
2016-03-19 14:50,6.58,762.40,3.20,26.30,0,100
2016-03-19 15:00,6.60,762.40,3.00,27.00,0,100
2016-03-19 15:10,6.67,762.40,3.00,29.20,0,90
2016-03-19 15:20,6.73,762.40,3.00,31.30,0,80
2016-03-19 15:30,6.80,762.40,3.00,33.50,0,80
2016-03-19 15:40,6.87,762.30,3.00,35.70,0,80
2016-03-19 15:50,6.93,762.30,3.00,37.80,0,60
2016-03-19 16:00,7.00,762.30,3.00,40.00,0,90
2016-03-19 16:10,7.02,762.30,3.00,38.20,0,80
2016-03-19 16:20,7.03,762.20,3.00,36.30,0,110
2016-03-19 16:30,7.05,762.20,3.00,34.50,0,120
2016-03-19 16:40,7.07,762.20,3.00,32.70,0,100
2016-03-19 16:50,7.08,762.10,3.00,30.80,0,110
2016-03-19 17:00,7.10,762.10,3.00,29.00,0,100
2016-03-19 17:10,7.07,762.10,3.20,28.20,0,100
2016-03-19 17:20,7.03,762.10,3.30,27.30,0,90
2016-03-19 17:30,7.00,762.10,3.50,26.50,0,80
2016-03-19 17:40,6.97,762.10,3.70,25.70,0,80
2016-03-19 17:50,6.93,762.10,3.80,24.80,0,90
2016-03-19 18:00,6.90,762.10,4.00,24.00,0,110
2016-03-19 18:10,6.85,762.10,3.80,24.00,10,110
2016-03-19 18:20,6.80,762.10,3.70,24.00,30,130
2016-03-19 18:30,6.75,762.10,3.50,24.00,20,220
2016-03-19 18:40,6.70,762.20,3.30,24.00,20,200
2016-03-19 18:50,6.65,762.20,3.20,24.00,10,150
2016-03-19 19:00,6.60,762.20,3.00,24.00,10,140
2016-03-19 19:10,6.52,762.20,2.80,23.30,10,120
2016-03-19 19:20,6.43,762.20,2.70,22.70,0,90
2016-03-19 19:30,6.35,762.20,2.50,22.00,0,100
2016-03-19 19:40,6.27,762.20,2.30,21.30,0,110
2016-03-19 19:50,6.18,762.20,2.20,20.70,0,120
2016-03-19 20:00,6.10,762.20,2.00,20.00,10,140
2016-03-19 20:10,6.07,762.30,2.20,20.30,0,110
2016-03-19 20:20,6.03,762.30,2.30,20.70,0,100
2016-03-19 20:30,6.00,762.40,2.50,21.00,0,120
2016-03-19 20:40,5.97,762.50,2.70,21.30,0,100
2016-03-19 20:50,5.93,762.50,2.80,21.70,10,80
2016-03-19 21:00,5.90,762.60,3.00,22.00,0,100
2016-03-19 21:10,5.83,762.60,3.20,22.30,0,100
2016-03-19 21:20,5.77,762.60,3.30,22.70,0,100
2016-03-19 21:30,5.70,762.50,3.50,23.00,0,100
2016-03-19 21:40,5.63,762.50,3.70,23.30,0,90
2016-03-19 21:50,5.57,762.50,3.80,23.70,0,100
2016-03-19 22:00,5.50,762.50,4.00,24.00,0,90
2016-03-19 22:10,5.47,762.50,3.80,24.20,0,90
2016-03-19 22:20,5.43,762.50,3.70,24.30,30,80
2016-03-19 22:30,5.40,762.50,3.50,24.50,0,40
2016-03-19 22:40,5.37,762.50,3.30,24.70,0,70
2016-03-19 22:50,5.33,762.50,3.20,24.80,0,60
2016-03-19 23:00,5.30,762.50,3.00,25.00,0,50
2016-03-19 23:10,5.27,762.50,3.00,24.80,10,30
2016-03-19 23:20,5.23,762.50,3.00,24.70,0,30
2016-03-19 23:30,5.20,762.50,3.00,24.50,0,40
2016-03-19 23:40,5.17,762.50,3.00,24.30,0,50
2016-03-19 23:50,5.13,762.50,3.00,24.20,0,60
2016-03-20 00:00,5.10,762.50,3.00,24.00,0,50
2016-03-20 00:10,5.12,762.50,3.00,23.80,0,60
2016-03-20 00:20,5.13,762.40,3.00,23.70,0,70
2016-03-20 00:30,5.15,762.40,3.00,23.50,0,60
2016-03-20 00:40,5.17,762.40,3.00,23.30,10,50
2016-03-20 00:50,5.18,762.30,3.00,23.20,0,60
2016-03-20 01:00,5.20,762.30,3.00,23.00,0,50
2016-03-20 01:10,5.22,762.30,3.00,23.00,0,50
2016-03-20 01:20,5.23,762.30,3.00,23.00,0,60
2016-03-20 01:30,5.25,762.30,3.00,23.00,0,50
2016-03-20 01:40,5.27,762.30,3.00,23.00,0,60
2016-03-20 01:50,5.28,762.30,3.00,23.00,0,70
2016-03-20 02:00,5.30,762.30,3.00,23.00,0,50
2016-03-20 02:10,5.27,762.30,3.00,23.30,10,60
2016-03-20 02:20,5.23,762.20,3.00,23.70,0,50
2016-03-20 02:30,5.20,762.20,3.00,24.00,0,50
2016-03-20 02:40,5.17,762.20,3.00,24.30,0,40
2016-03-20 02:50,5.13,762.10,3.00,24.70,0,40
2016-03-20 03:00,5.10,762.10,3.00,25.00,0,30
2016-03-20 03:10,5.08,762.00,3.00,25.20,0,40
2016-03-20 03:20,5.07,762.00,3.00,25.30,0,70
2016-03-20 03:30,5.05,762.00,3.00,25.50,0,60
2016-03-20 03:40,5.03,761.90,3.00,25.70,10,60
2016-03-20 03:50,5.02,761.90,3.00,25.80,0,50
2016-03-20 04:00,5.00,761.80,3.00,26.00,0,50
2016-03-20 04:10,4.98,761.80,3.20,25.20,0,60
2016-03-20 04:20,4.97,761.70,3.30,24.30,0,50
2016-03-20 04:30,4.95,761.60,3.50,23.50,0,60
2016-03-20 04:40,4.93,761.60,3.70,22.70,0,60
2016-03-20 04:50,4.92,761.50,3.80,21.80,0,60
2016-03-20 05:00,4.90,761.50,4.00,21.00,0,50
2016-03-20 05:10,4.88,761.50,3.80,28.20,0,60
2016-03-20 05:20,4.87,761.50,3.70,35.30,0,50
2016-03-20 05:30,4.85,761.50,3.50,42.50,0,50
2016-03-20 05:40,4.83,761.50,3.30,49.70,0,50
2016-03-20 05:50,4.82,761.50,3.20,56.80,0,60
2016-03-20 06:00,4.80,761.50,3.00,64.00,0,60
2016-03-20 06:10,4.80,761.50,2.80,64.00,0,60
2016-03-20 06:20,4.80,761.60,2.70,64.00,0,50
2016-03-20 06:30,4.80,761.60,2.50,64.00,0,50
2016-03-20 06:40,4.80,761.70,2.30,64.00,0,40
2016-03-20 06:50,4.80,761.80,2.20,64.00,0,40
2016-03-20 07:00,4.80,761.80,2.00,64.00,0,30
2016-03-20 07:10,4.83,761.80,2.20,56.70,0,50
2016-03-20 07:20,4.87,761.80,2.30,49.30,0,60
2016-03-20 07:30,4.90,761.80,2.50,42.00,0,60
2016-03-20 07:40,4.93,761.80,2.70,34.70,0,60
2016-03-20 07:50,4.97,761.80,2.80,27.30,0,60
2016-03-20 08:00,5.00,761.80,3.00,20.00,0,80
2016-03-20 08:10,5.02,761.90,3.20,20.20,0,110
2016-03-20 08:20,5.03,761.90,3.30,20.30,0,100
2016-03-20 08:30,5.05,762.00,3.50,20.50,0,90
2016-03-20 08:40,5.07,762.00,3.70,20.70,0,100
2016-03-20 08:50,5.08,762.00,3.80,20.80,0,100
2016-03-20 09:00,5.10,762.10,4.00,21.00,0,90
2016-03-20 09:10,5.18,762.00,3.80,22.20,0,100
2016-03-20 09:20,5.27,762.00,3.70,23.30,0,90
2016-03-20 09:30,5.35,762.00,3.50,24.50,0,140
2016-03-20 09:40,5.43,761.90,3.30,25.70,0,370
2016-03-20 09:50,5.52,761.90,3.20,26.80,0,230
2016-03-20 10:00,5.60,761.80,3.00,28.00,0,100
2016-03-20 10:10,5.63,761.90,2.80,28.00,0,90
2016-03-20 10:20,5.67,761.90,2.70,28.00,0,140
2016-03-20 10:30,5.70,762.00,2.50,28.00,0,150
2016-03-20 10:40,5.73,762.00,2.30,28.00,10,110
2016-03-20 10:50,5.77,762.00,2.20,28.00,0,130
2016-03-20 11:00,5.80,762.10,2.00,28.00,0,100
2016-03-20 11:10,5.80,762.00,2.30,30.00,0,130
2016-03-20 11:20,5.80,762.00,2.70,32.00,0,490
2016-03-20 11:30,5.80,762.00,3.00,34.00,0,410
2016-03-20 11:40,5.80,761.90,3.30,36.00,0,360
2016-03-20 11:50,5.80,761.90,3.70,38.00,0,340
2016-03-20 12:00,5.80,761.80,4.00,40.00,0,310
2016-03-20 12:10,5.97,761.80,3.80,40.00,0,290
2016-03-20 12:20,6.13,761.70,3.70,40.00,0,230
2016-03-20 12:30,6.30,761.60,3.50,40.00,0,150
2016-03-20 12:40,6.47,761.60,3.30,40.00,0,100
2016-03-20 12:50,6.63,761.50,3.20,40.00,0,110
2016-03-20 13:00,6.80,761.50,3.00,40.00,0,120
2016-03-20 13:10,6.73,761.50,3.20,40.00,0,120
2016-03-20 13:20,6.67,761.50,3.30,40.00,0,120
2016-03-20 13:30,6.60,761.50,3.50,40.00,0,110
2016-03-20 13:40,6.53,761.50,3.70,40.00,0,120
2016-03-20 13:50,6.47,761.50,3.80,40.00,0,110
2016-03-20 14:00,6.40,761.50,4.00,40.00,0,110
2016-03-20 14:10,6.50,761.40,4.00,40.00,0,230
2016-03-20 14:20,6.60,761.40,4.00,40.00,0,180
2016-03-20 14:30,6.70,761.30,4.00,40.00,0,70
2016-03-20 14:40,6.80,761.20,4.00,40.00,0,70
2016-03-20 14:50,6.90,761.20,4.00,40.00,0,80
2016-03-20 15:00,7.00,761.10,4.00,40.00,0,80
2016-03-20 15:10,7.12,761.00,4.00,40.00,0,100
2016-03-20 15:20,7.23,761.00,4.00,40.00,0,80
2016-03-20 15:30,7.35,761.00,4.00,40.00,0,90
2016-03-20 15:40,7.47,760.90,4.00,40.00,0,80
2016-03-20 15:50,7.58,760.90,4.00,40.00,0,100
2016-03-20 16:00,7.70,760.80,4.00,40.00,0,100
2016-03-20 16:10,7.80,760.80,4.00,40.00,0,80
2016-03-20 16:20,7.90,760.70,4.00,40.00,0,100
2016-03-20 16:30,8.00,760.70,4.00,40.00,0,160
2016-03-20 16:40,8.10,760.70,4.00,40.00,0,460
2016-03-20 16:50,8.20,760.60,4.00,40.00,0,120
2016-03-20 17:00,8.30,760.60,4.00,40.00,0,70
2016-03-20 17:10,8.20,760.60,4.00,40.00,0,100
2016-03-20 17:20,8.10,760.60,4.00,40.00,0,100
2016-03-20 17:30,8.00,760.60,4.00,40.00,0,130
2016-03-20 17:40,7.90,760.70,4.00,40.00,0,110
2016-03-20 17:50,7.80,760.70,4.00,40.00,0,110
2016-03-20 18:00,7.70,760.70,4.00,40.00,0,220
2016-03-20 18:10,7.58,760.70,4.20,38.20,0,430
2016-03-20 18:20,7.47,760.70,4.30,36.30,0,290
2016-03-20 18:30,7.35,760.80,4.50,34.50,0,250
2016-03-20 18:40,7.23,760.80,4.70,32.70,10,260
2016-03-20 18:50,7.12,760.80,4.80,30.80,10,250
2016-03-20 19:00,7.00,760.80,5.00,29.00,0,240
2016-03-20 19:10,6.75,760.90,4.70,27.80,0,190
2016-03-20 19:20,6.50,760.90,4.30,26.70,10,70
2016-03-20 19:30,6.25,761.00,4.00,25.50,10,80
2016-03-20 19:40,6.00,761.00,3.70,24.30,0,90
2016-03-20 19:50,5.75,761.00,3.30,23.20,0,100
2016-03-20 20:00,5.50,761.10,3.00,22.00,0,110
2016-03-20 20:10,5.52,761.20,3.00,21.80,10,130
2016-03-20 20:20,5.53,761.20,3.00,21.70,0,170
2016-03-20 20:30,5.55,761.30,3.00,21.50,0,120
2016-03-20 20:40,5.57,761.40,3.00,21.30,10,110
2016-03-20 20:50,5.58,761.40,3.00,21.20,0,120
2016-03-20 21:00,5.60,761.50,3.00,21.00,0,120
2016-03-20 21:10,5.58,761.50,2.80,28.20,0,110
2016-03-20 21:20,5.57,761.40,2.70,35.30,0,120
2016-03-20 21:30,5.55,761.40,2.50,42.50,0,130
2016-03-20 21:40,5.53,761.40,2.30,49.70,0,130
2016-03-20 21:50,5.52,761.30,2.20,56.80,0,130
2016-03-20 22:00,5.50,761.30,2.00,64.00,0,80
2016-03-20 22:10,5.57,761.30,1.80,56.70,10,80
2016-03-20 22:20,5.63,761.40,1.70,49.30,10,60
2016-03-20 22:30,5.70,761.40,1.50,42.00,0,60
2016-03-20 22:40,5.77,761.40,1.30,34.70,0,40
2016-03-20 22:50,5.83,761.50,1.20,27.30,0,60
2016-03-20 23:00,5.90,761.50,1.00,20.00,0,60
2016-03-20 23:10,5.88,761.50,1.20,27.50,0,50
2016-03-20 23:20,5.87,761.50,1.30,35.00,0,40
2016-03-20 23:30,5.85,761.50,1.50,42.50,0,40
2016-03-20 23:40,5.83,761.40,1.70,50.00,0,30
2016-03-20 23:50,5.82,761.40,1.80,57.50,10,60
2016-03-21 00:00,5.80,761.40,2.00,65.00,0,50
2016-03-21 00:10,5.73,761.40,2.00,58.00,0,50
2016-03-21 00:20,5.67,761.40,2.00,51.00,0,60
2016-03-21 00:30,5.60,761.40,2.00,44.00,0,60
2016-03-21 00:40,5.53,761.40,2.00,37.00,0,60
2016-03-21 00:50,5.47,761.40,2.00,30.00,0,70
2016-03-21 01:00,5.40,761.40,2.00,23.00,0,50
2016-03-21 01:10,5.17,761.40,2.00,29.70,0,60
2016-03-21 01:20,4.93,761.40,2.00,36.30,0,50
2016-03-21 01:30,4.70,761.40,2.00,43.00,0,50
2016-03-21 01:40,4.47,761.30,2.00,49.70,0,50
2016-03-21 01:50,4.23,761.30,2.00,56.30,0,50
2016-03-21 02:00,4.00,761.30,2.00,63.00,0,70
2016-03-21 02:10,4.08,761.30,1.80,61.20,0,60
2016-03-21 02:20,4.17,761.20,1.70,59.30,0,60
2016-03-21 02:30,4.25,761.20,1.50,57.50,0,50
2016-03-21 02:40,4.33,761.20,1.30,55.70,0,50
2016-03-21 02:50,4.42,761.10,1.20,53.80,0,50
2016-03-21 03:00,4.50,761.10,1.00,52.00,0,40
2016-03-21 03:10,4.55,761.10,1.00,51.30,0,30
2016-03-21 03:20,4.60,761.10,1.00,50.70,0,30
2016-03-21 03:30,4.65,761.10,1.00,50.00,0,50
2016-03-21 03:40,4.70,761.10,1.00,49.30,0,50
2016-03-21 03:50,4.75,761.10,1.00,48.70,0,70
2016-03-21 04:00,4.80,761.10,1.00,48.00,0,50
2016-03-21 04:10,4.77,761.10,1.00,48.70,0,50
2016-03-21 04:20,4.73,761.00,1.00,49.30,0,60
2016-03-21 04:30,4.70,761.00,1.00,50.00,0,50
2016-03-21 04:40,4.67,761.00,1.00,50.70,0,50
2016-03-21 04:50,4.63,760.90,1.00,51.30,0,60
2016-03-21 05:00,4.60,760.90,1.00,52.00,0,60
2016-03-21 05:10,4.60,760.90,1.00,52.70,0,60
2016-03-21 05:20,4.60,761.00,1.00,53.30,0,60
2016-03-21 05:30,4.60,761.00,1.00,54.00,0,50
2016-03-21 05:40,4.60,761.00,1.00,54.70,0,50
2016-03-21 05:50,4.60,761.10,1.00,55.30,0,50
2016-03-21 06:00,4.60,761.10,1.00,56.00,0,50
2016-03-21 06:10,4.75,761.10,1.30,56.80,0,90
2016-03-21 06:20,4.90,761.10,1.70,57.70,0,60
2016-03-21 06:30,5.05,761.10,2.00,58.50,0,70
2016-03-21 06:40,5.20,761.10,2.30,59.30,0,370
2016-03-21 06:50,5.35,761.10,2.70,60.20,0,70
2016-03-21 07:00,5.50,761.10,3.00,61.00,10,60
2016-03-21 07:10,5.57,761.10,3.00,61.30,0,50
2016-03-21 07:20,5.63,761.20,3.00,61.70,0,50
2016-03-21 07:30,5.70,761.20,3.00,62.00,0,70
2016-03-21 07:40,5.77,761.20,3.00,62.30,0,80
2016-03-21 07:50,5.83,761.30,3.00,62.70,0,70
2016-03-21 08:00,5.90,761.30,3.00,63.00,0,80
2016-03-21 08:10,6.00,761.30,3.00,55.80,0,70
2016-03-21 08:20,6.10,761.40,3.00,48.70,0,60
2016-03-21 08:30,6.20,761.40,3.00,41.50,0,60
2016-03-21 08:40,6.30,761.40,3.00,34.30,0,370
2016-03-21 08:50,6.40,761.50,3.00,27.20,0,380
2016-03-21 09:00,6.50,761.50,3.00,20.00,0,50
2016-03-21 09:10,6.63,761.50,3.00,21.30,0,70
2016-03-21 09:20,6.77,761.60,3.00,22.70,0,60
2016-03-21 09:30,6.90,761.60,3.00,24.00,0,50
2016-03-21 09:40,7.03,761.60,3.00,25.30,0,60
2016-03-21 09:50,7.17,761.70,3.00,26.70,0,50
2016-03-21 10:00,7.30,761.70,3.00,28.00,0,60
2016-03-21 10:10,7.48,761.70,3.00,30.00,0,50
2016-03-21 10:20,7.67,761.70,3.00,32.00,0,40
2016-03-21 10:30,7.85,761.80,3.00,34.00,0,60
2016-03-21 10:40,8.03,761.80,3.00,36.00,0,50
2016-03-21 10:50,8.22,761.80,3.00,38.00,0,40
2016-03-21 11:00,8.40,761.80,3.00,40.00,0,70
2016-03-21 11:10,8.38,761.80,3.20,40.00,0,60
2016-03-21 11:20,8.37,761.80,3.30,40.00,0,60
